Transaction_ID,Date,Game_Type,Amount_Staked,Payout_Amount,Customer_Type
2302,2025-11-03,Pame Stoixima,7.53,0.0,Regular
2303,2025-09-01,Joker,43.48,0.0,VIP
2304,2026-04-01,Pame Stoixima,11.05,0.0,VIP
2305,2025-09-27,Joker,38.8,0.0,VIP
2306,2025-05-05,Virtual Sports,49.02,116.63,Occasional
2307,2025-09-26,Virtual Sports,45.34,0.0,Regular
2308,2025-09-04,Virtual Sports,40.1,97.61,VIP
2309,2025-07-23,Joker,30.58,0.0,Occasional
2310,2026-03-09,Joker,35.02,97.16,Regular
2311,2025-06-28,Virtual Sports,20.98,0.0,Occasional
2312,2026-02-03,Virtual Sports,23.32,0.0,Occasional
2313,2025-08-25,Kino,35.4,0.0,Occasional
2314,2025-09-06,Virtual Sports,4.97,9.28,Occasional
2315,2026-03-13,Scratch,20.45,0.0,Occasional
2316,2025-09-18,Scratch,41.3,0.0,Regular
2317,2025-06-08,Scratch,11.61,0.0,VIP
2318,2025-11-20,Kino,1.18,0.0,Regular
2319,2025-10-08,Kino,34.36,83.77,VIP
2320,2025-06-17,Pame Stoixima,35.16,0.0,VIP
2321,2025-07-10,Virtual Sports,2.38,0.0,Occasional
2322,2025-08-29,Scratch,35.56,0.0,VIP
2323,2025-08-28,Joker,9.78,45.42,VIP
2324,2025-11-24,Scratch,6.5,0.0,VIP
2325,2026-01-26,Virtual Sports,12.58,36.12,Regular
2326,2025-10-18,Virtual Sports,41.45,0.0,VIP
2327,2025-06-07,Kino,28.21,0.0,Occasional
2328,2025-05-05,Scratch,6.51,0.0,Regular
2329,2025-05-18,Virtual Sports,2.47,11.99,Occasional
2330,2026-03-17,Virtual Sports,17.96,0.0,Occasional
2331,2025-10-08,Joker,38.76,0.0,Occasional
2332,2025-09-12,Joker,32.77,154.43,VIP
2333,2025-09-19,Scratch,28.94,0.0,Occasional
2334,2025-07-12,Virtual Sports,32.18,0.0,Regular
2335,2025-05-18,Joker,8.66,0.0,Occasional
2336,2025-10-06,Joker,41.72,0.0,Regular
2337,2025-04-17,Scratch,20.13,0.0,Regular
2338,2025-08-23,Joker,42.24,0.0,Occasional
2339,2025-12-25,Kino,43.05,0.0,Occasional
2340,2025-06-24,Scratch,13.16,0.0,Occasional
2341,2025-10-19,Scratch,12.17,0.0,Occasional
2342,2026-04-11,Pame Stoixima,37.46,0.0,Regular
2343,2025-09-02,Scratch,47.31,0.0,Regular
2344,2026-03-19,Virtual Sports,36.87,0.0,Regular
2345,2025-11-28,Joker,17.78,0.0,VIP
2346,2025-06-17,Virtual Sports,27.12,0.0,Regular
2347,2026-03-09,Scratch,30.2,0.0,Regular
2348,2025-09-03,Virtual Sports,13.66,0.0,Occasional
2349,2025-08-05,Kino,14.54,0.0,VIP
2350,2025-05-06,Kino,1.21,5.96,VIP
2351,2025-08-22,Scratch,5.35,0.0,Occasional
2352,2026-01-31,Joker,37.77,0.0,VIP
2353,2025-07-13,Pame Stoixima,47.49,146.66,VIP
2354,2025-09-26,Joker,26.93,43.62,Regular
2355,2025-04-26,Pame Stoixima,30.16,132.24,Regular
2356,2025-12-05,Virtual Sports,29.18,0.0,Regular
2357,2026-01-13,Joker,41.08,0.0,Occasional
2358,2025-09-05,Pame Stoixima,11.32,0.0,VIP
2359,2026-01-25,Scratch,19.91,0.0,Regular
2360,2025-07-16,Pame Stoixima,39.67,0.0,Occasional
2361,2026-02-17,Scratch,4.64,0.0,VIP
2362,2025-06-27,Joker,41.74,0.0,VIP
2363,2025-04-19,Kino,29.36,0.0,Regular
2364,2025-09-06,Virtual Sports,31.88,0.0,Occasional
2365,2025-06-26,Virtual Sports,13.69,0.0,Occasional
2366,2025-05-22,Kino,47.03,0.0,VIP
2367,2025-12-02,Pame Stoixima,3.81,0.0,Occasional
2368,2025-06-16,Joker,34.37,0.0,Regular
2369,2025-11-15,Scratch,2.75,11.39,Regular
2370,2026-01-28,Kino,9.83,18.19,VIP
2371,2025-07-10,Scratch,4.56,0.0,Occasional
2372,2025-05-03,Virtual Sports,28.64,0.0,Regular
2373,2026-01-11,Pame Stoixima,13.95,0.0,VIP
2374,2025-10-18,Virtual Sports,6.58,0.0,Occasional
2375,2025-09-25,Pame Stoixima,33.63,138.25,VIP
2376,2026-03-30,Virtual Sports,8.09,0.0,Occasional
2377,2025-04-13,Virtual Sports,9.47,0.0,Regular
2378,2025-12-04,Virtual Sports,17.22,41.27,Regular
2379,2026-03-16,Pame Stoixima,0.54,0.0,Occasional
2380,2026-02-24,Virtual Sports,21.74,0.0,VIP
2381,2025-08-26,Pame Stoixima,14.52,0.0,Regular
2382,2025-10-13,Pame Stoixima,8.46,0.0,VIP
2383,2025-08-05,Pame Stoixima,3.6,0.0,VIP
2384,2025-06-07,Scratch,30.29,0.0,Occasional
2385,2026-03-11,Scratch,12.86,0.0,Occasional
2386,2026-03-21,Joker,4.09,14.11,Occasional
2387,2025-08-05,Pame Stoixima,36.53,0.0,VIP
2388,2025-11-11,Scratch,29.04,0.0,VIP
2389,2025-09-02,Pame Stoixima,14.27,0.0,Occasional
2390,2026-03-01,Virtual Sports,18.32,0.0,VIP
2391,2025-05-22,Pame Stoixima,39.91,0.0,VIP
2392,2025-12-03,Virtual Sports,43.36,0.0,Regular
2393,2025-12-14,Virtual Sports,38.38,0.0,Regular
2394,2025-07-28,Scratch,11.1,0.0,Regular
2395,2025-06-02,Pame Stoixima,14.67,0.0,Occasional
2396,2025-05-09,Scratch,22.08,0.0,Regular
2397,2025-10-09,Virtual Sports,5.42,11.57,Occasional
2398,2026-01-04,Joker,4.43,0.0,VIP
2399,2025-12-26,Joker,34.13,0.0,Occasional
2400,2025-09-18,Kino,45.42,0.0,VIP
2401,2025-06-17,Joker,7.23,0.0,Regular
2402,2025-09-02,Kino,48.12,0.0,Regular
2403,2025-10-10,Pame Stoixima,38.41,0.0,VIP
2404,2025-11-05,Kino,30.46,0.0,VIP
2405,2025-10-24,Virtual Sports,27.44,62.56,Regular
2406,2025-12-11,Kino,12.44,59.91,Regular
2407,2025-09-01,Pame Stoixima,6.69,0.0,VIP
2408,2025-12-26,Virtual Sports,33.22,0.0,Regular
2409,2026-03-11,Joker,22.72,0.0,Occasional
2410,2025-07-23,Scratch,7.86,0.0,Occasional
2411,2025-10-15,Virtual Sports,26.74,0.0,Occasional
2412,2025-07-02,Joker,37.34,0.0,Regular
2413,2026-02-06,Scratch,45.35,0.0,Regular
2414,2026-03-11,Joker,3.93,0.0,Regular
2415,2025-08-29,Joker,3.0,0.0,Regular
2416,2025-06-22,Joker,38.27,60.81,VIP
2417,2025-09-18,Pame Stoixima,20.75,0.0,VIP
2418,2026-03-06,Kino,35.42,0.0,VIP
2419,2025-06-16,Kino,4.47,0.0,VIP
2420,2025-05-28,Joker,48.09,0.0,Regular
2421,2026-01-17,Joker,1.29,0.0,VIP
2422,2025-10-09,Scratch,33.13,0.0,VIP
2423,2026-02-02,Virtual Sports,1.87,0.0,Occasional
2424,2026-01-03,Virtual Sports,27.9,0.0,Occasional
2425,2025-08-07,Pame Stoixima,2.47,0.0,Occasional
2426,2025-09-23,Scratch,12.96,18.85,Regular
2427,2025-09-16,Joker,35.77,0.0,VIP
2428,2025-12-03,Kino,1.47,0.0,Occasional
2429,2026-02-24,Pame Stoixima,21.71,0.0,VIP
2430,2026-01-28,Pame Stoixima,35.23,0.0,Occasional
2431,2026-01-31,Virtual Sports,5.6,0.0,Regular
2432,2025-05-13,Pame Stoixima,41.78,0.0,VIP
2433,2026-04-05,Virtual Sports,5.88,25.19,VIP
2434,2025-05-26,Virtual Sports,6.97,28.54,Regular
2435,2026-02-21,Pame Stoixima,43.75,0.0,VIP
2436,2026-01-31,Joker,6.52,0.0,Occasional
2437,2025-07-11,Joker,12.68,0.0,Regular
2438,2026-02-16,Scratch,11.25,0.0,Occasional
2439,2025-12-10,Pame Stoixima,42.31,0.0,Occasional
2440,2025-09-26,Virtual Sports,14.69,0.0,Occasional
2441,2025-05-12,Joker,46.8,0.0,Regular
2442,2025-05-22,Virtual Sports,46.75,0.0,Occasional
2443,2025-09-11,Virtual Sports,42.36,0.0,Occasional
2444,2026-02-25,Scratch,48.42,0.0,Regular
2445,2025-06-06,Pame Stoixima,8.8,0.0,VIP
2446,2026-01-14,Virtual Sports,25.44,0.0,Regular
2447,2025-10-28,Pame Stoixima,8.24,0.0,Occasional
2448,2025-11-29,Virtual Sports,18.85,0.0,Regular
2449,2026-01-04,Joker,17.54,0.0,Regular
2450,2025-09-01,Virtual Sports,26.76,41.07,Regular
2451,2025-10-13,Pame Stoixima,32.7,0.0,Regular
2452,2025-09-14,Pame Stoixima,30.53,0.0,Occasional
2453,2026-03-25,Virtual Sports,47.47,0.0,Occasional
2454,2025-12-24,Virtual Sports,42.56,127.96,Occasional
2455,2026-01-19,Kino,20.41,0.0,Regular
2456,2026-03-09,Scratch,44.91,0.0,Occasional
2457,2025-08-03,Joker,38.69,0.0,VIP
2458,2025-08-05,Pame Stoixima,5.57,0.0,Occasional
2459,2025-11-02,Virtual Sports,39.34,0.0,VIP
2460,2025-05-16,Pame Stoixima,30.0,0.0,Occasional
2461,2025-04-28,Pame Stoixima,41.13,124.89,Occasional
2462,2025-09-13,Virtual Sports,23.49,0.0,VIP
2463,2025-12-22,Virtual Sports,35.24,0.0,Regular
2464,2025-10-18,Joker,4.99,0.0,Regular
2465,2025-12-17,Kino,5.36,0.0,Occasional
2466,2025-08-22,Joker,36.76,0.0,VIP
2467,2025-08-29,Pame Stoixima,37.31,169.76,Occasional
2468,2025-06-17,Joker,18.77,0.0,Occasional
2469,2025-10-28,Scratch,31.1,81.16,Regular
2470,2025-11-29,Pame Stoixima,21.17,0.0,Regular
2471,2025-04-21,Pame Stoixima,35.3,0.0,VIP
2472,2026-03-20,Joker,44.87,63.09,Regular
2473,2025-04-22,Scratch,49.29,135.78,Occasional
2474,2026-03-26,Scratch,0.81,0.0,Regular
2475,2025-08-13,Pame Stoixima,47.81,0.0,VIP
2476,2026-02-08,Virtual Sports,43.89,0.0,Regular
2477,2026-03-13,Scratch,32.85,159.18,VIP
2478,2025-09-13,Joker,31.48,0.0,Regular
2479,2025-06-28,Pame Stoixima,31.96,0.0,Occasional
2480,2025-07-06,Scratch,21.13,0.0,VIP
2481,2025-05-24,Joker,12.18,0.0,Regular
2482,2025-06-18,Kino,49.93,0.0,Occasional
2483,2025-09-02,Joker,30.66,0.0,Occasional
2484,2025-07-18,Joker,7.11,11.47,Regular
2485,2025-06-11,Scratch,23.34,83.5,Occasional
2486,2025-11-21,Scratch,8.48,0.0,Occasional
2487,2025-08-04,Virtual Sports,16.27,0.0,VIP
2488,2025-12-26,Kino,48.9,0.0,Occasional
2489,2025-10-18,Scratch,13.73,0.0,Occasional
2490,2026-03-13,Joker,9.87,0.0,VIP
2491,2025-07-20,Joker,10.18,0.0,Occasional
2492,2025-07-16,Joker,35.54,55.33,Regular
2493,2025-06-11,Virtual Sports,41.49,0.0,Occasional
2494,2025-05-19,Pame Stoixima,35.93,0.0,Regular
2495,2026-03-15,Joker,15.02,0.0,VIP
2496,2025-11-08,Virtual Sports,28.77,0.0,Occasional
2497,2025-06-01,Virtual Sports,4.38,10.65,VIP
2498,2025-11-28,Pame Stoixima,22.04,0.0,VIP
2499,2026-03-13,Pame Stoixima,46.53,0.0,Occasional
2500,2025-10-16,Scratch,17.5,0.0,Occasional
2501,2026-04-10,Virtual Sports,28.39,0.0,Occasional
2502,2025-08-06,Joker,9.35,0.0,Occasional
2503,2025-07-29,Pame Stoixima,7.12,0.0,Regular
2504,2025-07-09,Virtual Sports,34.98,0.0,VIP
2505,2025-09-24,Scratch,21.73,0.0,Occasional
2506,2025-09-12,Pame Stoixima,15.34,0.0,Occasional
2507,2025-08-02,Joker,17.74,0.0,Regular
2508,2025-09-25,Kino,4.69,0.0,Occasional
2509,2025-04-29,Joker,23.7,0.0,Regular
2510,2025-10-18,Joker,10.22,0.0,Occasional
2511,2025-12-05,Scratch,46.3,0.0,Occasional
2512,2025-11-16,Scratch,32.25,44.19,Regular
2513,2026-01-26,Pame Stoixima,16.97,0.0,Regular
2514,2025-07-13,Scratch,7.0,31.02,Regular
2515,2025-11-08,Pame Stoixima,37.53,118.98,Occasional
2516,2025-07-29,Scratch,6.52,30.44,Regular
2517,2025-05-20,Joker,17.27,0.0,Occasional
2518,2025-10-09,Virtual Sports,40.52,100.58,Occasional
2519,2026-02-17,Pame Stoixima,46.94,0.0,Regular
2520,2025-09-24,Scratch,10.99,0.0,VIP
2521,2025-05-04,Pame Stoixima,0.68,0.0,Regular
2522,2025-12-30,Pame Stoixima,43.19,0.0,Occasional
2523,2025-08-06,Scratch,5.96,0.0,VIP
2524,2025-07-14,Joker,6.21,0.0,Regular
2525,2025-08-09,Virtual Sports,18.4,0.0,Occasional
2526,2025-04-28,Joker,40.68,0.0,VIP
2527,2026-04-13,Pame Stoixima,44.58,0.0,Regular
2528,2026-03-08,Virtual Sports,29.85,0.0,Regular
2529,2025-06-07,Kino,27.4,0.0,Occasional
2530,2025-06-26,Joker,35.78,0.0,Occasional
2531,2025-06-14,Virtual Sports,39.8,0.0,Occasional
2532,2025-07-28,Virtual Sports,49.6,0.0,VIP
2533,2025-12-04,Virtual Sports,24.21,56.43,Occasional
2534,2025-06-14,Scratch,30.05,0.0,Occasional
2535,2025-08-14,Joker,38.06,0.0,VIP
2536,2025-11-29,Joker,38.72,0.0,Occasional
2537,2026-03-23,Joker,43.52,0.0,Occasional
2538,2025-08-15,Pame Stoixima,8.46,0.0,VIP
2539,2025-08-03,Pame Stoixima,15.3,0.0,Regular
2540,2025-10-08,Scratch,45.28,0.0,Occasional
2541,2025-06-23,Scratch,29.19,0.0,VIP
2542,2025-11-28,Virtual Sports,20.33,0.0,Regular
2543,2026-03-15,Pame Stoixima,1.38,0.0,Occasional
2544,2025-08-29,Scratch,31.72,0.0,Regular
2545,2026-03-20,Pame Stoixima,48.45,0.0,VIP
2546,2026-03-03,Scratch,4.01,0.0,VIP
2547,2026-03-08,Joker,0.94,0.0,Regular
2548,2025-06-28,Pame Stoixima,25.08,0.0,Regular
2549,2025-06-07,Kino,44.9,0.0,Occasional
2550,2026-02-18,Kino,47.23,0.0,Occasional
2551,2025-08-26,Joker,49.63,0.0,VIP
2552,2025-10-16,Virtual Sports,26.66,0.0,VIP
2553,2025-12-15,Virtual Sports,33.89,0.0,VIP
2554,2025-08-15,Kino,40.33,171.69,VIP
2555,2025-12-18,Scratch,30.56,0.0,VIP
2556,2025-04-30,Pame Stoixima,24.08,0.0,Regular
2557,2026-02-01,Virtual Sports,37.63,0.0,VIP
2558,2025-04-23,Pame Stoixima,7.69,0.0,Occasional
2559,2026-01-12,Kino,25.11,0.0,VIP
2560,2025-06-20,Virtual Sports,45.08,0.0,VIP
2561,2025-12-16,Pame Stoixima,41.63,61.71,Occasional
2562,2025-08-04,Virtual Sports,17.73,0.0,VIP
2563,2026-02-06,Pame Stoixima,38.06,157.68,Regular
2564,2026-03-31,Pame Stoixima,13.45,0.0,Regular
2565,2025-04-24,Kino,2.57,0.0,Regular
2566,2025-04-16,Scratch,31.27,0.0,Occasional
2567,2025-05-31,Joker,33.96,112.25,Occasional
2568,2025-07-03,Pame Stoixima,36.74,0.0,Regular
2569,2025-12-22,Joker,38.01,0.0,Occasional
2570,2026-01-30,Pame Stoixima,31.45,0.0,Occasional
2571,2025-07-31,Pame Stoixima,24.36,95.65,VIP
2572,2026-03-19,Joker,21.19,0.0,VIP
2573,2025-12-09,Kino,34.61,0.0,Regular
2574,2026-03-16,Joker,28.66,0.0,Regular
2575,2025-06-26,Scratch,30.6,101.15,Occasional
2576,2025-12-01,Kino,9.56,0.0,VIP
2577,2025-08-28,Kino,49.89,0.0,Regular
2578,2025-12-12,Scratch,19.8,0.0,VIP
2579,2025-08-29,Kino,5.67,0.0,VIP
2580,2025-07-29,Joker,20.77,0.0,VIP
2581,2025-08-01,Joker,42.71,0.0,Regular
2582,2025-09-01,Joker,8.29,37.11,Occasional
2583,2025-09-23,Pame Stoixima,30.64,0.0,Regular
2584,2025-11-27,Virtual Sports,2.79,0.0,Occasional
2585,2025-11-20,Virtual Sports,42.86,0.0,Regular
2586,2026-03-30,Kino,25.24,0.0,Occasional
2587,2025-09-28,Kino,48.15,0.0,Regular
2588,2025-05-01,Virtual Sports,44.9,0.0,VIP
2589,2025-08-12,Pame Stoixima,30.11,0.0,Regular
2590,2025-05-01,Pame Stoixima,22.85,29.38,Regular
2591,2025-11-19,Scratch,43.34,98.34,Occasional
2592,2026-04-09,Kino,29.65,0.0,VIP
2593,2025-07-18,Virtual Sports,24.04,0.0,Occasional
2594,2025-07-24,Kino,42.03,0.0,Occasional
2595,2025-09-21,Scratch,17.9,0.0,Occasional
2596,2025-04-29,Joker,34.92,0.0,Regular
2597,2025-05-14,Kino,22.27,0.0,VIP
2598,2025-07-28,Joker,5.1,0.0,Occasional
2599,2025-12-15,Scratch,41.08,0.0,Regular
2600,2025-09-26,Scratch,2.83,0.0,Regular
2601,2025-12-25,Joker,6.69,0.0,Regular
2602,2026-02-18,Virtual Sports,1.21,0.0,VIP
2603,2025-07-25,Scratch,20.19,65.83,Regular
2604,2026-03-11,Kino,34.18,0.0,Occasional
2605,2025-12-21,Scratch,36.07,63.37,Occasional
2606,2025-10-13,Virtual Sports,27.15,0.0,Regular
2607,2025-06-07,Virtual Sports,3.71,0.0,Occasional
2608,2026-01-23,Joker,49.56,216.76,VIP
2609,2026-01-24,Joker,12.5,0.0,VIP
2610,2025-08-27,Scratch,9.24,22.87,VIP
2611,2025-10-14,Virtual Sports,29.81,0.0,Regular
2612,2025-05-18,Virtual Sports,3.74,14.07,Occasional
2613,2026-03-12,Kino,36.6,0.0,VIP
2614,2026-02-06,Joker,47.95,0.0,Regular
2615,2026-01-20,Joker,36.96,0.0,Occasional
2616,2025-10-22,Pame Stoixima,3.11,4.41,Occasional
2617,2025-09-25,Pame Stoixima,10.96,0.0,Regular
2618,2025-12-02,Scratch,4.61,10.88,Occasional
2619,2026-02-21,Kino,47.09,157.96,VIP
2620,2026-02-28,Kino,49.63,0.0,Regular
2621,2025-07-13,Pame Stoixima,16.66,22.71,Regular
2622,2026-03-29,Joker,28.87,0.0,Occasional
2623,2025-05-25,Virtual Sports,9.32,0.0,VIP
2624,2026-03-06,Joker,17.5,0.0,Occasional
2625,2025-06-29,Virtual Sports,20.96,0.0,Regular
2626,2025-09-21,Pame Stoixima,19.47,0.0,Regular
2627,2026-02-26,Pame Stoixima,30.19,0.0,Regular
2628,2026-01-19,Joker,38.46,49.58,Occasional
2629,2026-02-09,Joker,2.38,0.0,Occasional
2630,2025-07-18,Kino,20.74,0.0,Regular
2631,2025-09-19,Pame Stoixima,3.6,0.0,Occasional
2632,2025-05-24,Scratch,25.76,0.0,VIP
2633,2026-01-09,Pame Stoixima,17.52,0.0,Occasional
2634,2025-08-29,Virtual Sports,3.21,14.04,Regular
2635,2025-11-18,Virtual Sports,42.01,72.72,VIP
2636,2025-12-30,Kino,47.61,0.0,VIP
2637,2025-10-22,Joker,17.48,0.0,Occasional
2638,2025-04-20,Kino,48.33,0.0,Regular
2639,2026-02-17,Virtual Sports,40.77,0.0,VIP
2640,2025-10-09,Joker,8.24,10.01,Occasional
2641,2025-08-31,Kino,38.34,0.0,Occasional
2642,2025-12-22,Joker,37.4,0.0,Regular
2643,2025-04-21,Scratch,35.58,0.0,Regular
2644,2026-01-29,Pame Stoixima,22.14,0.0,Regular
2645,2026-03-31,Joker,27.02,0.0,VIP
2646,2025-10-25,Virtual Sports,4.43,0.0,VIP
2647,2025-07-14,Joker,2.09,4.32,Occasional
2648,2026-01-13,Virtual Sports,26.89,0.0,Occasional
2649,2026-02-17,Scratch,21.01,83.25,Regular
2650,2025-10-05,Scratch,12.73,0.0,Regular
2651,2025-06-27,Kino,9.01,30.58,VIP
2652,2026-01-23,Joker,24.86,0.0,Occasional
2653,2025-08-24,Pame Stoixima,15.04,0.0,Occasional
2654,2025-10-22,Pame Stoixima,32.83,133.49,VIP
2655,2025-08-22,Kino,6.84,0.0,Occasional
2656,2026-03-04,Joker,42.4,155.12,VIP
2657,2026-03-31,Pame Stoixima,10.88,0.0,VIP
2658,2025-09-06,Virtual Sports,9.66,0.0,Regular
2659,2025-10-01,Joker,48.25,196.86,Occasional
2660,2025-08-26,Kino,17.42,0.0,Occasional
2661,2025-05-29,Virtual Sports,3.07,0.0,Occasional
2662,2025-11-24,Pame Stoixima,14.7,0.0,Occasional
2663,2026-02-14,Virtual Sports,29.74,70.55,Regular
2664,2026-03-17,Joker,1.34,0.0,Regular
2665,2025-12-24,Joker,1.22,5.21,VIP
2666,2025-09-14,Pame Stoixima,4.64,0.0,Occasional
2667,2025-05-14,Pame Stoixima,13.02,0.0,Occasional
2668,2025-11-16,Virtual Sports,20.48,0.0,VIP
2669,2026-02-18,Scratch,9.7,0.0,Occasional
2670,2025-12-31,Pame Stoixima,14.39,0.0,VIP
2671,2025-08-09,Kino,39.91,0.0,VIP
2672,2025-04-13,Kino,16.85,0.0,Regular
2673,2025-10-01,Kino,14.23,0.0,Regular
2674,2026-01-15,Virtual Sports,33.9,0.0,Regular
2675,2025-04-28,Virtual Sports,28.61,75.15,Regular
2676,2025-06-18,Kino,6.31,0.0,Occasional
2677,2025-11-17,Scratch,6.25,0.0,Regular
2678,2025-05-05,Virtual Sports,13.52,0.0,Regular
2679,2026-01-31,Virtual Sports,35.76,0.0,Regular
2680,2025-12-19,Kino,49.11,217.37,Regular
2681,2025-12-13,Virtual Sports,0.86,0.0,VIP
2682,2026-02-07,Kino,27.46,0.0,Regular
2683,2025-11-17,Joker,9.88,0.0,Regular
2684,2026-04-05,Kino,18.14,0.0,Regular
2685,2025-05-29,Scratch,25.51,0.0,Regular
2686,2025-10-22,Virtual Sports,22.3,0.0,VIP
2687,2025-10-02,Pame Stoixima,19.13,0.0,Regular
2688,2025-08-08,Virtual Sports,17.93,0.0,Regular
2689,2026-03-31,Scratch,15.74,0.0,Regular
2690,2025-11-09,Pame Stoixima,17.15,0.0,Regular
2691,2025-07-26,Scratch,1.89,0.0,Regular
2692,2026-01-09,Kino,26.64,0.0,Occasional
2693,2025-08-24,Virtual Sports,39.82,0.0,VIP
2694,2025-05-16,Scratch,2.21,0.0,VIP
2695,2025-08-31,Kino,27.97,0.0,Occasional
2696,2025-09-17,Joker,9.64,33.35,VIP
2697,2025-10-03,Virtual Sports,38.28,0.0,Occasional
2698,2026-03-19,Scratch,31.13,0.0,Occasional
2699,2025-05-16,Scratch,17.82,0.0,VIP
2700,2025-12-01,Virtual Sports,33.73,0.0,VIP
2701,2025-07-30,Pame Stoixima,11.27,52.64,Occasional
2702,2025-06-06,Virtual Sports,11.69,0.0,VIP
2703,2025-07-31,Joker,2.78,0.0,Occasional
2704,2026-01-31,Scratch,10.54,0.0,Regular
2705,2025-09-02,Pame Stoixima,13.37,0.0,Regular
2706,2026-02-14,Scratch,16.34,0.0,Regular
2707,2025-08-01,Kino,36.56,0.0,Regular
2708,2025-05-07,Pame Stoixima,4.73,20.33,Regular
2709,2025-10-10,Pame Stoixima,26.84,0.0,VIP
2710,2025-05-09,Kino,5.96,0.0,VIP
2711,2026-02-11,Virtual Sports,8.52,0.0,Regular
2712,2025-12-15,Kino,12.71,0.0,Occasional
2713,2025-05-03,Kino,35.65,0.0,Occasional
2714,2025-12-01,Joker,15.5,0.0,Regular
2715,2025-08-21,Virtual Sports,39.3,140.06,Occasional
2716,2026-01-21,Kino,8.88,0.0,VIP
2717,2025-08-18,Scratch,33.0,73.95,Occasional
2718,2026-01-14,Kino,40.61,159.37,Regular
2719,2025-11-25,Scratch,43.76,0.0,Occasional
2720,2025-07-03,Scratch,44.2,112.81,VIP
2721,2026-02-17,Scratch,36.5,0.0,Occasional
2722,2025-11-30,Joker,5.52,0.0,Occasional
2723,2025-10-12,Kino,7.59,0.0,Occasional
2724,2025-08-06,Kino,9.52,0.0,Occasional
2725,2025-12-03,Virtual Sports,1.01,0.0,Occasional
2726,2026-01-01,Kino,31.9,0.0,Regular
2727,2025-09-27,Joker,18.15,71.76,VIP
2728,2026-01-12,Pame Stoixima,26.79,112.79,VIP
2729,2026-02-03,Scratch,40.1,0.0,Occasional
2730,2026-02-04,Kino,36.82,0.0,VIP
2731,2026-03-01,Virtual Sports,31.6,0.0,VIP
2732,2026-03-01,Kino,36.11,0.0,VIP
2733,2025-04-25,Virtual Sports,2.19,0.0,Occasional
2734,2026-01-25,Virtual Sports,9.12,0.0,VIP
2735,2025-11-08,Joker,32.05,40.04,VIP
2736,2025-04-22,Scratch,37.99,114.15,Occasional
2737,2025-12-02,Virtual Sports,15.28,49.64,VIP
2738,2025-12-06,Joker,27.02,0.0,Occasional
2739,2025-04-13,Joker,15.84,0.0,Occasional
2740,2025-06-14,Joker,9.76,0.0,Occasional
2741,2025-08-18,Pame Stoixima,36.34,0.0,VIP
2742,2025-06-19,Scratch,9.01,0.0,VIP
2743,2025-06-13,Pame Stoixima,30.49,0.0,Regular
2744,2025-10-03,Virtual Sports,20.41,0.0,Occasional
2745,2025-07-26,Scratch,46.0,0.0,Occasional
2746,2026-04-10,Scratch,7.74,0.0,VIP
2747,2025-10-05,Pame Stoixima,1.63,0.0,Regular
2748,2026-01-15,Pame Stoixima,11.33,0.0,VIP
2749,2025-04-20,Joker,18.26,0.0,Occasional
2750,2026-02-17,Joker,21.84,0.0,Regular
2751,2025-12-26,Kino,18.77,24.93,VIP
2752,2026-03-15,Virtual Sports,6.1,0.0,Occasional
2753,2025-11-19,Pame Stoixima,26.85,0.0,Occasional
2754,2026-02-24,Scratch,4.17,0.0,Regular
2755,2026-01-05,Virtual Sports,13.6,0.0,Occasional
2756,2025-08-08,Joker,15.9,0.0,Occasional
2757,2026-02-17,Kino,33.17,0.0,Regular
2758,2025-12-05,Scratch,48.46,0.0,VIP
2759,2025-10-25,Scratch,48.54,0.0,Occasional
2760,2025-12-12,Scratch,42.77,0.0,Regular
2761,2025-11-08,Kino,25.73,0.0,Occasional
2762,2025-12-17,Joker,15.34,0.0,Regular
2763,2026-01-10,Pame Stoixima,18.4,0.0,VIP
2764,2026-03-06,Pame Stoixima,37.13,0.0,Regular
2765,2025-10-09,Joker,16.63,0.0,Occasional
2766,2026-03-30,Virtual Sports,12.73,0.0,Occasional
2767,2025-08-13,Pame Stoixima,44.3,0.0,VIP
2768,2025-08-29,Kino,11.48,0.0,Occasional
2769,2025-12-23,Joker,49.63,0.0,Regular
2770,2025-06-27,Joker,5.32,25.77,Regular
2771,2025-06-10,Scratch,22.43,0.0,Regular
2772,2025-06-01,Joker,39.29,139.02,Occasional
2773,2025-07-04,Pame Stoixima,49.26,0.0,VIP
2774,2025-06-09,Virtual Sports,38.9,0.0,VIP
2775,2025-09-11,Joker,12.11,0.0,Occasional
2776,2026-01-25,Scratch,49.29,0.0,Occasional
2777,2025-09-20,Scratch,1.17,0.0,Regular
2778,2026-02-06,Scratch,19.13,0.0,VIP
2779,2026-01-13,Pame Stoixima,27.96,0.0,Occasional
2780,2025-07-05,Virtual Sports,31.9,0.0,Occasional
2781,2026-02-23,Joker,33.92,0.0,Regular
2782,2026-02-16,Joker,28.95,0.0,VIP
2783,2025-06-25,Scratch,10.47,0.0,Regular
2784,2025-04-28,Joker,39.64,0.0,VIP
2785,2025-05-03,Pame Stoixima,9.18,0.0,VIP
2786,2025-10-06,Virtual Sports,33.6,0.0,Occasional
2787,2026-01-10,Kino,45.99,0.0,Occasional
2788,2025-09-22,Joker,22.91,0.0,Regular
2789,2025-12-03,Virtual Sports,27.69,0.0,Regular
2790,2025-07-18,Scratch,27.91,0.0,Occasional
